c:\PCPGM\½Àµ¿ÇÏÁß181211R0\Product\AD-LHD\data\2018-12-27-16-01°¡½Àµ¿1.MAN
MODEL,  AD-LHD
POINT_NUM,  4
NAME,ÇÏÁß_PUSH(L),ÇÏÁß_PULL(L),ÇÏÁß_PUSH(R),ÇÏÁß_PULL(R),        Time,    Operator,            ,      ]h ‚h
UPPER,         7.00,         7.00,         7.00,         7.00
LOWER,         0.00,         0.00,         0.00,         0.00
          53,         4.48,         4.08,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          54,         4.54,         4.09,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          55,         4.54,         4.17,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          56,         4.40,         4.09,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          57,         4.55,         4.20,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          58,         4.39,         4.09,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          59,         4.48,         4.14,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          60,         4.50,         4.19,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          61,         4.48,         4.20,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          62,         4.42,         4.10,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
          63,         4.48,         4.06,         0.00,         0.00,     16-02-26,     ³²¾ç°ø¾÷,                     
